match_id,winner_id,winner_name,loser_id,loser_name,win_type,submission,winner_points,loser_points,adv_pen,weight_class,sex,stage,year,event_id,winner_rating_start,loser_rating_start,winner_rating_end,loser_rating_end,winner_rd_end,loser_rd_end
1163,419,Leonardo Vieira,-1,T. Suzuki,POINTS,,-1,-1,,66KG,M,R1,2005,266,1767.9039779841976,1500.0,1902.9775193191533,1417.1416728241293,131.4485213989806,283.07929697015743
1165,419,Leonardo Vieira,-1,Joey Gilbert,SUB,Guillotine,-1,-1,,66KG,M,4F,2005,267,1767.9039779841976,1500.0,1902.9775193191533,1306.400011560644,131.4485213989806,283.0793022720588
1178,292,Leonardo Santos,5463,George St,SUB,Armbar,-1,-1,,77KG,M,4F,2005,268,1725.9605944977498,1500.0,1561.9051777161458,1301.8621654277506,164.08089652782192,284.6751769928724
1167,419,Leonardo Vieira,-1,Rob Di,SUB,North south choke,-1,-1,,66KG,M,SF,2005,269,1767.9039779841976,1500.0,1902.9775193191533,1258.3423046451603,131.4485213989806,283.0793059061499
1234,16,Marcelo Garcia,84,Alexandre Ribeiro,SUB,RNC,-1,-1,,ABS,M,3PLC,2005,270,2078.984351178516,1393.1138607708094,2181.18412555474,1557.723428230206,150.1165573316459,143.1262397735817
1168,419,Leonardo Vieira,177,Rany Yahya,POINTS,,6,0,,66KG,M,F,2005,271,1767.9039779841976,1464.5029344312993,1902.9775193191533,1721.5368879000034,131.4485213989806,177.20093714957093
1182,16,Marcelo Garcia,292,Leonardo Santos,POINTS,,0,0,PEN,77KG,M,SF,2005,272,2078.984351178516,1725.9605944977498,2181.18412555474,1561.9051777161458,150.1165573316459,164.08089652782192
1199,84,Alexandre Ribeiro,5463,Michael Groth,SUB,Armbar,-1,-1,,99KG,M,R1,2005,273,1393.1138607708094,1500.0,1557.723428230206,1223.8933920296583,143.1262397735817,270.3196158014204
1224,84,Alexandre Ribeiro,-1,Antoine Joude,SUB,Kneebar,-1,-1,,ABS,M,R1,2005,274,1393.1138607708094,1500.0,1557.723428230206,1138.8311150889049,143.1262397735817,239.77670753996193
1177,1031,Jake Shields,-1,Cameron Earle,POINTS,,3,0,,77KG,M,4F,2005,275,1500.0,1500.0,1761.1032928263307,1305.2269234041933,201.58066113856393,290.3189666307005
1212,3099,Marcio Corleta,-1,Jason White,SUB,Armbar,-1,-1,,+99KG,M,R1,2005,276,1500.0,1500.0,1572.8912050612385,1288.995832064887,253.83329788155223,290.3189677472295
1162,177,Rany Yahya,4282,Mario Delgado,SUB,D'arce choke,-1,-1,,66KG,M,R1,2005,277,1464.5029344312993,1500.0,1721.5368879000034,1262.852991279024,177.20093714957093,272.7078291409211
1161,687,Marcio Feitosa,-1,Urija Faber,POINTS,,-1,-1,,66KG,M,R1,2005,278,1876.950218514449,1500.0,1774.6113600087638,1441.0951902788524,155.9231902574317,300.8230412358395
1187,112,Demian Maia,-1,Marko Helen,POINTS,,3,0,,88KG,M,R1,2005,279,1500.0,1500.0,1861.3206198672483,1337.6891050238826,214.8093881542889,290.3189646747521
1160,1369,Dean Lister,88,Jean Jacques Machado,POINTS,,-1,-1,,ABS,M,SPF,2005,280,1958.7777104340375,1969.2341251137796,2063.1789031409266,1881.959714526839,147.84588223039856,136.43461221123903
1190,112,Demian Maia,-1,David Avellan,POINTS,,3,0,,88KG,M,4F,2005,281,1500.0,1500.0,1861.3206198672483,1294.270120216196,214.8093881542889,258.5732086705946
1227,117,Ronaldo Souza,-1,David Avellan,POINTS,,6,0,,ABS,M,R1,2005,282,1846.0233871356165,1500.0,2058.3817986046447,1294.270120216196,142.60022703830694,258.5732086705946
1231,117,Ronaldo Souza,-1,A. Cacareco,SUB,Kneebar,-1,-1,,ABS,M,4F,2005,283,1846.0233871356165,1556.0420791857905,2058.3817986046447,1514.8813372798486,142.60022703830694,147.31152260461042
1185,481,Saulo Ribeiro,-1,L. Papadopoulis,POINTS,,3,0,,88KG,M,R1,2005,284,1874.340088655091,1500.0,1882.9597744593352,1443.2465735786989,112.35556800324218,299.3059878200387
1188,117,Ronaldo Souza,4977,David Bielkheden,SUB,Kimura,-1,-1,,88KG,M,R1,2005,285,1846.0233871356165,1500.0,2058.3817986046447,1367.8489718418164,142.60022703830694,298.16702279913545
1217,-1,Jeff Monson,573,Fabricio Werdum,POINTS,,2,0,,+99KG,M,SF,2005,286,1672.3113858754261,1812.2822369705427,1780.3488107069543,1758.4196263204535,155.8538937030747,130.16419396119184
1225,6438,A. Cacareco,292,Leonardo Santos,SUB,Heel hook,-1,-1,,ABS,M,R1,2005,287,1556.0420791857905,1725.9605944977498,1514.8813372798486,1561.9051777161458,147.31152260461042,164.08089652782192
1200,505,Roger Gracie,562,Eduardo Telles,SUB,Armbar,-1,-1,,99KG,M,4F,2005,288,1789.0378719191708,1500.0,2202.7076183731333,1433.5836582165316,134.65190864050473,227.57226810291627
1216,-1,Gabriel Napao,9,Marcio Cruz,SUB,Calf slicer,-1,-1,,+99KG,M,SF,2005,289,1500.0,1878.24898282279,1809.6852299559982,1838.5792211949602,195.60166500837423,135.241479952647
1223,-1,Gabriel Napao,562,Eduardo Telles,POINTS,,0,0,PEN,ABS,M,R1,2005,290,1500.0,1500.0,1809.6852299559982,1433.5836582165316,195.60166500837423,227.57226810291627
1181,919,Pablo Popovitch,1031,Jake Shields,POINTS,,5,0,,77KG,M,SF,2005,291,1567.3559934703285,1500.0,1811.4963589527342,1761.1032928263307,195.35480504200274,201.58066113856393
1203,505,Roger Gracie,84,Alexandre Ribeiro,SUB,RNC,-1,-1,,99KG,M,SF,2005,292,1789.0378719191708,1393.1138607708094,2202.7076183731333,1557.723428230206,134.65190864050473,143.1262397735817
1206,505,Roger Gracie,4302,Justin Garcia,SUB,RNC,-1,-1,,99KG,M,R1,2005,293,1789.0378719191708,1500.0,2202.7076183731333,1358.1778143997187,134.65190864050473,289.98123177359
1164,177,Rany Yahya,2175,Wagnney Fabiano,POINTS,,2,0,,66KG,M,4F,2005,294,1464.5029344312993,1500.0,1721.5368879000034,1280.015954639724,177.20093714957093,272.7078277206257
1207,9,Marcio Cruz,4302,Miodrag Petkovic,SUB,RNC,-1,-1,,+99KG,M,R1,2005,295,1878.24898282279,1500.0,1838.5792211949602,1371.7840918217448,135.241479952647,300.46152214205523
1230,16,Marcelo Garcia,5463,Diego Sanchez,SUB,Armbar,-1,-1,,ABS,M,4F,2005,296,2078.984351178516,1500.0,2181.18412555474,1232.882133334962,150.1165573316459,276.1414669111232
1193,117,Ronaldo Souza,5463,Dennis Hallman,SUB,Armbar,-1,-1,,88KG,M,SF,2005,297,1846.0233871356165,1433.8433610612292,2058.3817986046447,1145.5406317234913,142.60022703830694,250.27668501795364
1194,481,Saulo Ribeiro,-1,Dennis Hallman,SUB,Armbar,-1,-1,,88KG,M,3PLC,2005,298,1874.340088655091,1433.8433610612292,1882.9597744593352,1145.5406317234913,112.35556800324218,250.27668501795364
1180,919,Pablo Popovitch,-1,Roan Jucao,POINTS,,2,0,,77KG,M,4F,2005,299,1567.3559934703285,1500.0,1811.4963589527342,1320.0056706662444,195.35480504200274,277.254241693848
1191,117,Ronaldo Souza,3592,Robert Sulski,SUB,Triangle,-1,-1,,88KG,M,4F,2005,300,1846.0233871356165,1500.0,2058.3817986046447,1318.7525718210763,142.60022703830694,298.16702532969543
1215,573,Fabricio Werdum,3099,Marcio Corleta,POINTS,,2,0,,+99KG,M,4F,2005,301,1812.2822369705427,1500.0,1758.4196263204535,1572.8912050612385,130.16419396119184,253.83329788155223
1213,9,Marcio Cruz,1736,Daniel Simoes,POINTS,,2,0,,+99KG,M,4F,2005,302,1878.24898282279,1500.0,1838.5792211949602,1310.9067669275973,135.241479952647,260.5288332556866
1186,720,Jorge Patino,-1,Take Hanai,POINTS,,14,0,,88KG,M,R1,2005,303,1589.8051762898947,1500.0,1593.3872081123548,1361.5108176752174,188.2967897018891,272.54381132153446
1183,1031,Jake Shields,292,Leonardo Santos,SUB,RNC,-1,-1,,77KG,M,3PLC,2005,304,1500.0,1725.9605944977498,1761.1032928263307,1561.9051777161458,201.58066113856393,164.08089652782192
1166,177,Rany Yahya,687,Marcio Feitosa,POINTS,,-1,-1,,66KG,M,SF,2005,305,1464.5029344312993,1876.950218514449,1721.5368879000034,1774.6113600087638,177.20093714957093,155.9231902574317
1214,-1,Gabriel Napao,6167,Ricco Rodriguez,POINTS,,2,0,,+99KG,M,4F,2005,306,1500.0,1668.030176540989,1809.6852299559982,1633.3449838067295,195.60166500837423,122.0994317924847
1179,16,Marcelo Garcia,1319,Shinya Aoki,SUB,RNC,-1,-1,,77KG,M,4F,2005,307,2078.984351178516,1500.0,2181.18412555474,1251.6432463886845,150.1165573316459,275.85078675363866
1175,292,Leonardo Santos,-1,Jason Brudvik,POINTS,,-1,-1,,77KG,M,R1,2005,308,1725.9605944977498,1500.0,1561.9051777161458,1402.2534266993769,164.08089652782192,284.67517187738855
1184,16,Marcelo Garcia,919,Pablo Popovitch,SUB,Wristlock,-1,-1,,77KG,M,F,2005,309,2078.984351178516,1567.3559934703285,2181.18412555474,1811.4963589527342,150.1165573316459,195.35480504200274
1228,84,Alexandre Ribeiro,4302,Gabriel Napao,SUB,RNC,-1,-1,,ABS,M,4F,2005,310,1393.1138607708094,1500.0,1557.723428230206,1809.6852299559982,143.1262397735817,195.60166500837423
1189,481,Saulo Ribeiro,720,Jorge Patino,POINTS,,10,0,,88KG,M,4F,2005,311,1874.340088655091,1589.8051762898947,1882.9597744593352,1593.3872081123548,112.35556800324218,188.2967897018891
1218,573,Fabricio Werdum,1736,Daniel Simoes,POINTS,,5,0,,+99KG,M,3PLC,2005,312,1812.2822369705427,1500.0,1758.4196263204535,1310.9067669275973,130.16419396119184,260.5288332556866
1211,573,Fabricio Werdum,-1,Denis Roberts,POINTS,,7,0,,+99KG,M,R1,2005,313,1812.2822369705427,1500.0,1758.4196263204535,1427.0454810433241,130.16419396119184,290.96414206203826
1722,9,Marcio Cruz,-1,Darren Andy,POINTS,,-1,-1,,+99KG,M,3PLC,2007,314,1838.5792211949602,1500.0,1841.8101108014953,1271.5885299107447,124.69457292938245,248.88079562399628
1718,9,Marcio Cruz,5463,J. Pietlainen,SUB,Armbar,-1,-1,,+99KG,M,R1,2007,315,1838.5792211949602,1500.0,1841.8101108014953,1366.2285841455405,124.69457292938245,293.81013668312204
1685,481,Saulo Ribeiro,-1,Takefuni Hanai,SUB,Submission,-1,-1,,77KG,M,R1,2007,316,1882.9597744593352,1500.0,1848.5142288449242,1371.9210989383253,109.7412214383656,300.6052131955758
1675,177,Rany Yahya,-1,Bruno Chavez,POINTS,,-1,-1,,66KG,M,4F,2007,317,1721.5368879000034,1500.0,2005.2121455628558,1364.236883471524,141.7484886876222,279.01071580358143
1654,16,Marcelo Garcia,-1,Mario Miranda,SUB,North south choke,-1,-1,,ABS,M,R1,2007,318,2181.18412555474,1500.0,2288.0663622706984,1395.9032048751403,136.7648872292361,335.27537992294737
1666,16,Marcelo Garcia,4302,A. Cacareco,SUB,RNC,-1,-1,,ABS,M,SF,2007,319,2181.18412555474,1514.8813372798486,2288.0663622706984,1391.6871471335467,136.7648872292361,131.70126421211648
1688,16,Marcelo Garcia,4302,Kurt Pellegrino,SUB,RNC,-1,-1,,77KG,M,4F,2007,320,2181.18412555474,1500.0,2288.0663622706984,1328.7235305734775,136.7648872292361,335.27538263079595
1674,177,Rany Yahya,-1,Darrel Moodley,SUB,Submission,-1,-1,,66KG,M,R1,2007,321,1721.5368879000034,1500.0,2005.2121455628558,1344.7072472109069,141.7484886876222,279.0107168022225
1714,84,Alexandre Ribeiro,378,Robert Drysdale,POINTS,,-1,-1,,99KG,M,SF,2007,322,1557.723428230206,1500.0,1664.2283653350632,1900.509496077454,122.70482153996348,227.52560103380262
1665,144,Andre Galvao,573,Fabricio Werdum,DECISION,,-1,-1,,ABS,M,4F,2007,323,1500.0,1758.4196263204535,1851.7517030252868,1793.7089587387477,155.6600552241162,119.23596779520355
1686,16,Marcelo Garcia,-1,George Sotiropoulos,SUB,Guillotine,-1,-1,,77KG,M,R1,2007,324,2181.18412555474,1500.0,2288.0663622706984,1395.9032048751403,136.7648872292361,335.27537992294737
1719,9,Marcio Cruz,5702,Marcos Oliveira,POINTS,,-1,-1,,+99KG,M,4F,2007,325,1838.5792211949602,1500.0,1841.8101108014953,1389.0604715189004,124.69457292938245,293.8101357507186
1670,419,Leonardo Vieira,1508,Sim Go,POINTS,,-1,-1,,66KG,M,R1,2007,326,1902.9775193191533,1500.0,1859.3700129298131,1448.3179492950962,120.60284362987942,304.1133297878201
1693,144,Andre Galvao,1583,Mike Fowler,POINTS,,-1,-1,,77KG,M,3PLC,2007,327,1500.0,1500.0,1851.7517030252868,1605.0649940573512,155.6600552241162,253.87838833557754
1711,422,Braulio Estima,2956,Cristiano Lazzarini,SUB,Katagatame,-1,-1,,99KG,M,4F,2007,328,1288.995832064887,1500.0,1587.3826240975663,1151.8182971745787,180.9115455880666,290.5033936485102
1721,70,Rolles Gracie,9,Marcio Cruz,POINTS,,-1,-1,,+99KG,M,SF,2007,329,1500.0,1838.5792211949602,1830.0733259279245,1841.8101108014953,284.8527025848295,124.69457292938245
1700,477,Tarsis Humpreys,-1,David Avellan,SUB,Choke,-1,-1,,88KG,M,4F,2007,330,1500.0,1294.270120216196,1623.3506688603943,1346.7063685958158,174.04123838790633,210.70519172320297
1657,477,Tarsis Humpreys,422,Braulio Estima,POINTS,,-1,-1,,ABS,M,R1,2007,331,1500.0,1288.995832064887,1623.3506688603943,1587.3826240975663,174.04123838790633,180.9115455880666
1669,378,Robert Drysdale,16,Marcelo Garcia,SUB,D'arce choke,-1,-1,,ABS,M,F,2007,332,1500.0,2181.18412555474,1900.509496077454,2288.0663622706984,227.52560103380262,136.7648872292361
1663,-1,A. Cacareco,477,Tarsis Humpreys,POINTS,,-1,-1,,ABS,M,4F,2007,333,1514.8813372798486,1500.0,1391.6871471335467,1623.3506688603943,131.70126421211648,174.04123838790633
1724,505,Roger Gracie,-1,Jon Einemo,POINTS,,5,0,,ABS,M,SPF,2007,334,2202.7076183731333,1500.0,2234.6971273332924,1245.256955685353,133.99565052639824,337.0329239556219
1698,320,Romulo Barral,-1,Travers Grubb,POINTS,,-1,-1,,88KG,M,R1,2007,335,1500.0,1500.0,1456.8612624584323,1337.6891050238826,208.5603136723708,290.3189646747521
1691,919,Pablo Popovitch,144,Andre Galvao,POINTS,,-1,-1,,77KG,M,SF,2007,336,1811.4963589527342,1500.0,1791.6661143140582,1851.7517030252868,170.45872159551777,155.6600552241162
1695,112,Demian Maia,-1,Yushin Okami,POINTS,,-1,-1,,88KG,M,R1,2007,337,1861.3206198672483,1500.0,2058.527375001343,1434.6843668381605,179.3620708738651,300.5173054557226
1715,84,Alexandre Ribeiro,422,Braulio Estima,POINTS,,-1,-1,,99KG,M,F,2007,338,1557.723428230206,1288.995832064887,1664.2283653350632,1587.3826240975663,122.70482153996348,180.9115455880666
1697,477,Tarsis Humpreys,-1,Jorge Santiago,POINTS,,-1,-1,,88KG,M,R1,2007,339,1500.0,1500.0,1623.3506688603943,1337.6891050238826,174.04123838790633,290.3189646747521
1696,576,Rafael Lovato Jr,5463,Marko Helen,SUB,Armbar,-1,-1,,88KG,M,R1,2007,340,1500.0,1337.6891050238826,1556.624194927933,1211.4941969804347,257.6540139629471,256.345174734705
1684,919,Pablo Popovitch,-1,Eric Dahlberg,POINTS,,-1,-1,,77KG,M,R1,2007,341,1811.4963589527342,1500.0,1791.6661143140582,1425.0203288579057,170.45872159551777,292.70639602134935
1662,16,Marcelo Garcia,70,Rolles Gracie,SUB,Armbar,-1,-1,,ABS,M,4F,2007,342,2181.18412555474,1500.0,2288.0663622706984,1830.0733259279245,136.7648872292361,284.8527025848295
1690,16,Marcelo Garcia,1583,Mike Fowler,SUB,Guillotine,-1,-1,,77KG,M,SF,2007,343,2181.18412555474,1500.0,2288.0663622706984,1605.0649940573512,136.7648872292361,253.87838833557754
1667,378,Robert Drysdale,144,Andre Galvao,SUB,RNC,-1,-1,,ABS,M,SF,2007,344,1500.0,1500.0,1900.509496077454,1851.7517030252868,227.52560103380262,155.6600552241162
1658,-1,David Avellan,84,Alexandre Ribeiro,DECISION,,-1,-1,,ABS,M,R1,2007,345,1294.270120216196,1557.723428230206,1346.7063685958158,1664.2283653350632,210.70519172320297,122.70482153996348
1678,419,Leonardo Vieira,610,Jeff Glover,POINTS,,-1,-1,,66KG,M,4F,2007,346,1902.9775193191533,1500.0,1859.3700129298131,1597.3327520513894,120.60284362987942,262.4225870571451
1671,610,Jeff Glover,-1,Jamie Ballard,SUB,Triangle,-1,-1,,66KG,M,R1,2007,347,1500.0,1500.0,1597.3327520513894,1288.995832064887,262.4225870571451,290.3189677472295
1681,177,Rany Yahya,419,Leonardo Vieira,SUB,RNC,-1,-1,,66KG,M,F,2007,348,1721.5368879000034,1902.9775193191533,2005.2121455628558,1859.3700129298131,141.7484886876222,120.60284362987942
1680,177,Rany Yahya,1023,Baret Yoshida,POINTS,,-1,-1,,66KG,M,SF,2007,349,1721.5368879000034,1835.5518014917268,2005.2121455628558,1792.2839553838116,141.7484886876222,129.8286093895819
1668,144,Andre Galvao,-1,A. Cacareco,POINTS,,-1,-1,,ABS,M,3PLC,2007,350,1500.0,1514.8813372798486,1851.7517030252868,1391.6871471335467,155.6600552241162,131.70126421211648
1679,419,Leonardo Vieira,-1,T. Suzuki,POINTS,,8,0,,66KG,M,SF,2007,351,1902.9775193191533,1417.1416728241293,1859.3700129298131,1316.7562032997992,120.60284362987942,264.36435107023175
1704,1044,Flavio Almeida,320,Romulo Barral,POINTS,,-1,-1,,88KG,M,SF,2007,352,1500.0,1500.0,1474.1851415081037,1456.8612624584323,260.10153366964005,208.5603136723708
1703,112,Demian Maia,477,Tarsis Humpreys,POINTS,,-1,-1,,88KG,M,SF,2007,353,1861.3206198672483,1500.0,2058.527375001343,1623.3506688603943,179.3620708738651,174.04123838790633
1701,112,Demian Maia,576,Rafael Lovato Jr,POINTS,,-1,-1,,88KG,M,4F,2007,354,1861.3206198672483,1500.0,2058.527375001343,1556.624194927933,179.3620708738651,257.6540139629471
1707,84,Alexandre Ribeiro,-1,Yukissyu Ozawa,SUB,Submission,-1,-1,,99KG,M,R1,2007,355,1557.723428230206,1500.0,1664.2283653350632,1297.3367260093817,122.70482153996348,259.33792360437803
1712,84,Alexandre Ribeiro,4977,Tim Carpenter,SUB,Kimura,-1,-1,,99KG,M,4F,2007,356,1557.723428230206,1500.0,1664.2283653350632,1256.7997066673533,122.70482153996348,259.33792703009146
1692,16,Marcelo Garcia,919,Pablo Popovitch,SUB,North south choke,-1,-1,,77KG,M,F,2007,357,2181.18412555474,1811.4963589527342,2288.0663622706984,1791.6661143140582,136.7648872292361,170.45872159551777
1677,1023,Baret Yoshida,3592,Yoshitomi Mishima,SUB,Triangle,-1,-1,,66KG,M,4F,2007,358,1835.5518014917268,1500.0,1792.2839553838116,1314.3021781205985,129.8286093895819,293.9464152303266
1682,1023,Baret Yoshida,-1,Tetsu Suzuko,POINTS,,3,0,,66KG,M,3PLC,2007,359,1835.5518014917268,1500.0,1792.2839553838116,1365.8666253280094,129.8286093895819,293.9464124792532
1673,1023,Baret Yoshida,4302,Eddie Sanchez,SUB,RNC,-1,-1,,66KG,M,R1,2007,360,1835.5518014917268,1500.0,1792.2839553838116,1365.8666253280094,129.8286093895819,293.9464124792532
1717,573,Fabricio Werdum,5463,Elvis Sinosic,SUB,Armbar,-1,-1,,+99KG,M,R1,2007,361,1758.4196263204535,1500.0,1793.7089587387477,1352.794527839144,119.23596779520355,280.42964393783654
1720,573,Fabricio Werdum,-1,Darren Andy,POINTS,,-1,-1,,+99KG,M,SF,2007,362,1758.4196263204535,1500.0,1793.7089587387477,1271.5885299107447,119.23596779520355,248.88079562399628
1661,573,Fabricio Werdum,4980,Mario Rinaldi,SUB,Americana,-1,-1,,ABS,M,R1,2007,363,1758.4196263204535,1500.0,1793.7089587387477,1352.794527839144,119.23596779520355,280.42964393783654
1705,477,Tarsis Humpreys,320,Romulo Barral,SUB,Footlock,-1,-1,,88KG,M,3PLC,2007,364,1500.0,1500.0,1623.3506688603943,1456.8612624584323,174.04123838790633,208.5603136723708
1687,1583,Mike Fowler,481,Saulo Ribeiro,SUB,Toe hold,-1,-1,,77KG,M,4F,2007,365,1500.0,1882.9597744593352,1605.0649940573512,1848.5142288449242,253.87838833557754,109.7412214383656
1689,144,Andre Galvao,6438,Mark Bocek,SUB,Heel hook,-1,-1,,77KG,M,4F,2007,366,1500.0,1500.0,1851.7517030252868,1251.6643204639831,155.6600552241162,290.31897065013663
1683,144,Andre Galvao,-1,Chris Bright,SUB,Submission,-1,-1,,77KG,M,R1,2007,367,1500.0,1500.0,1851.7517030252868,1288.995832064887,155.6600552241162,290.3189677472295
1709,422,Braulio Estima,5463,Tomas Szczerek,SUB,Armbar,-1,-1,,99KG,M,R1,2007,368,1288.995832064887,1500.0,1587.3826240975663,1192.9042247239263,180.9115455880666,290.5033891019406
1706,112,Demian Maia,1044,Flavio Almeida,SUB,Armbar,-1,-1,,88KG,M,F,2007,369,1861.3206198672483,1500.0,2058.527375001343,1474.1851415081037,179.3620708738651,260.10153366964005
1660,144,Andre Galvao,1023,Baret Yoshida,POINTS,,-1,-1,,ABS,M,R1,2007,370,1500.0,1835.5518014917268,1851.7517030252868,1792.2839553838116,155.6600552241162,129.8286093895819
1713,422,Braulio Estima,3592,A. Cacareco,SUB,Triangle,-1,-1,,99KG,M,SF,2007,371,1288.995832064887,1514.8813372798486,1587.3826240975663,1391.6871471335467,180.9115455880666,131.70126421211648
1702,320,Romulo Barral,7808,Christian Moriarty,SUB,Heel hook,-1,-1,,88KG,M,4F,2007,372,1500.0,1500.0,1456.8612624584323,1251.6643204639831,208.5603136723708,290.31897065013663
2263,4302,David Avellan,477,Tarsis Humpreys,SUB,RNC,-1,-1,,88KG,M,4F,2009,373,1346.7063685958158,1623.3506688603943,1614.2043588738593,1534.5358917789854,176.1261985651699,157.7124420520668
2294,-1,Jeff Monson,481,Saulo Ribeiro,POINTS,,-1,-1,,+99KG,M,3RD,2009,374,1780.3488107069543,1848.5142288449242,1787.931860249422,1788.5396905438736,140.12061166865232,99.54303735858625
2254,919,Pablo Popovitch,1322,Gregor Gracie,POINTS,,3,0,,77KG,M,SF,2009,375,1791.6661143140582,1500.0,2056.074275500567,1655.4342055327625,150.26079957268246,212.71149006472487
2252,16,Marcelo Garcia,788,Kron Gracie,SUB,Guillotine,-1,-1,,77KG,M,4F,2009,376,2288.0663622706984,1500.0,2150.2691646320873,1583.2737015991318,131.03939273883836,285.2971006672321
2307,422,Braulio Estima,84,Alexandre Ribeiro,POINTS,,-1,-1,,ABS,M,F,2009,377,1587.3826240975663,1664.2283653350632,2078.9390574561057,1802.0523690932896,127.31581418432356,99.48008079782264
2277,733,Vinicius Magalhaes,9,Marcio Cruz,SUB,Armbar,-1,-1,,99KG,M,4F,2009,378,1414.355502569808,1841.8101108014953,1923.9422728327406,1788.0269404535795,163.6249877999878,120.88558056421923
2295,144,Andre Galvao,-1,Tom Bass,POINTS,,-1,-1,,ABS,M,R1,2009,379,1851.7517030252868,1500.0,1738.6255453425276,1436.417333769229,129.25905195687832,296.6591751737638
2268,144,Andre Galvao,-1,David Avellan,POINTS,,2,0,,88KG,M,SF,2009,380,1851.7517030252868,1346.7063685958158,1738.6255453425276,1614.2043588738593,129.25905195687832,176.1261985651699
2264,144,Andre Galvao,-1,Chris Weidman,POINTS,,4,0,,88KG,M,4F,2009,381,1851.7517030252868,1500.0,1738.6255453425276,1390.9968751739552,129.25905195687832,296.65917646940073
2258,144,Andre Galvao,-1,Kassim Anan,POINTS,,12,2,,88KG,M,R1,2009,382,1851.7517030252868,1500.0,1738.6255453425276,1436.417333769229,129.25905195687832,296.6591751737638
2289,481,Saulo Ribeiro,320,Romulo Barral,POINTS,,-1,-1,,+99KG,M,4F,2009,383,1848.5142288449242,1456.8612624584323,1788.5396905438736,1506.3515578999093,99.54303735858625,181.9875618388809
2241,147,Rubens Charles,177,Rany Yahya,SUB,Kimura,-1,-1,,66KG,M,SF,2009,384,1500.0,2005.2121455628558,1941.8003295525154,1956.1054170596833,218.3387671644335,134.69159424341711
2288,573,Fabricio Werdum,-1,Tomasz Janiszewski,POINTS,,-1,-1,,+99KG,M,4F,2009,385,1793.7089587387477,1500.0,1900.9877021795737,1381.140279238081,108.31426971258871,285.6248383087709
2284,573,Fabricio Werdum,4977,Rogent Lorent,SUB,Kimura,-1,-1,,+99KG,M,R1,2009,386,1793.7089587387477,1500.0,1900.9877021795737,1359.1790694012764,108.31426971258871,285.624839287606
2236,177,Rany Yahya,610,Jeff Glover,POINTS,,-1,-1,,66KG,M,4F,2009,387,2005.2121455628558,1597.3327520513894,1956.1054170596833,1499.6865748979394,134.69159424341711,203.05374643454576
2231,610,Jeff Glover,-1,Timo-Juhani,POINTS,,-1,-1,,66KG,M,R1,2009,388,1597.3327520513894,1500.0,1499.6865748979394,1364.138360715182,203.05374643454576,279.20812530110675
2239,419,Leonardo Vieira,725,Ryan Hall,SUB,Guillotine,-1,-1,,66KG,M,4F,2009,389,1859.3700129298131,1500.0,1833.1071129759246,1660.405373081672,115.18564816420654,225.12996113620568
2305,84,Alexandre Ribeiro,1388,Gunnar Nelson,SUB,Kneebar,-1,-1,,ABS,M,SF,2009,390,1664.2283653350632,1500.0,1802.0523690932896,1135.923401620089,99.48008079782264,235.25571046679337
2282,84,Alexandre Ribeiro,1329,Gerardi Rinaldi,POINTS,,3,0,,99KG,M,F,2009,391,1664.2283653350632,1500.0,1802.0523690932896,1274.6703454721046,99.48008079782264,266.1584288894051
2276,84,Alexandre Ribeiro,8241,Radoslaw Turek,SUB,RNC,-1,-1,,99KG,M,4F,2009,392,1664.2283653350632,1500.0,1802.0523690932896,1287.9700829716603,99.48008079782264,266.15842781824733
2271,84,Alexandre Ribeiro,-1,Ilir Latifi,POINTS,,-1,-1,,99KG,M,R1,2009,393,1664.2283653350632,1500.0,1802.0523690932896,1388.6680867518357,99.48008079782264,266.1584218227741
2244,16,Marcelo Garcia,1065,Rodney Ellis,SUB,Guillotine,-1,-1,,77KG,M,R1,2009,394,2288.0663622706984,1500.0,2150.2691646320873,1398.2076632909068,131.03939273883836,341.44629307339846
2235,419,Leonardo Vieira,-1,D. Marinakis,POINTS,,-1,-1,,66KG,M,R1,2009,395,1859.3700129298131,1500.0,1833.1071129759246,1440.0695788765063,115.18564816420654,296.8221236023453
2248,292,Leonardo Santos,-1,Yoshiyuki Yoshida,POINTS,,-1,-1,,77KG,M,R1,2009,396,1561.9051777161458,1500.0,1542.8983841147442,1351.6682029656324,150.2328000801384,262.4959316063504
2255,16,Marcelo Garcia,-1,Keita Nakamura,SUB,Guillotine,-1,-1,,77KG,M,SF,2009,397,2288.0663622706984,1500.0,2150.2691646320873,1256.6129839953703,131.03939273883836,341.4463000973422
2272,9,Marcio Cruz,1104,Anthony Perosh,POINTS,,-1,-1,,99KG,M,R1,2009,398,1841.8101108014953,1500.0,1788.0269404535795,1436.0241321003875,120.88558056421923,293.9887413722266
2298,16,Marcelo Garcia,637,Bruno Bastos,SUB,RNC,-1,-1,,ABS,M,R1,2009,399,2288.0663622706984,1500.0,2150.2691646320873,1202.7190306520056,131.03939273883836,272.53136740895445
2262,576,Rafael Lovato Jr,-1,Tom Lawlor,POINTS,,-1,-1,,88KG,M,R1,2009,400,1556.624194927933,1500.0,1411.6021613179341,1350.6027972694205,173.93366408196036,276.89866862189007
